AppSize(Bytes),AppRestriction,AppType,SupportDeviceNum,DisplayedScreenshotNum,SupportLanguageNum
260089856,4+,Games,38,5,11
226242560,4+,Games,40,5,11
353280000,4+,Games,38,2,1
1223241728,9+,Games,38,0,4
1219964928,9+,Games,24,5,4
252826624,4+,Games,38,5,12
157835264,4+,Games,40,5,12
391602176,12+,Games,38,5,7
751667200,9+,Games,38,5,5
106972160,9+,Games,40,5,2
276776960,9+,Games,40,5,12
569653248,4+,Games,38,5,3
492288000,9+,Games,38,5,2
264025088,4+,Games,38,5,1
253070336,9+,Games,37,5,7
177830912,9+,Games,40,2,1
56366080,12+,Games,40,5,1
176801792,4+,Games,37,5,11
123295744,4+,Games,37,5,1
248636416,12+,Games,38,5,1
121593856,4+,Games,37,5,2
630801408,4+,Games,37,5,1
404678656,4+,Games,40,5,1
168200192,12+,Games,40,5,10
837582848,9+,Games,38,5,4
178905088,12+,Games,38,5,1
263524352,9+,Games,38,5,12
119991296,12+,Games,37,5,7
892332032,12+,Games,38,5,7
222176256,9+,Games,38,5,1
1766508544,4+,Games,38,5,11
223283200,9+,Games,38,5,2
249482240,4+,Games,38,5,1
931504128,9+,Games,37,5,10
322198528,4+,Games,38,5,1
63243264,4+,Games,38,4,1
140345344,4+,Games,40,5,1
164545536,4+,Games,37,5,8
125733888,9+,Games,40,5,1
83648512,4+,Games,40,5,12
92015616,12+,Games,40,4,2
103174144,4+,Games,40,5,1
1003165696,4+,Games,40,5,1
105948160,4+,Games,38,5,11
1082765312,9+,Games,38,5,5
103657472,4+,Games,40,5,11
114408448,9+,Games,38,5,15
97004544,4+,Games,43,5,1
1230262272,9+,Games,24,5,4
1146363904,9+,Games,38,5,5
109751296,4+,Games,38,5,12
77757440,4+,Games,38,5,4
1082294272,9+,Games,38,5,5
202029056,4+,Games,40,5,1
255488000,4+,Games,38,5,11
74267648,9+,Games,37,5,6
27399168,4+,Games,40,5,13
1398803456,12+,Games,40,5,6
123640832,4+,Games,37,5,1
88514560,9+,Games,43,5,1
228460544,4+,Games,37,5,2
150384640,9+,Games,37,5,1
867749888,9+,Games,38,5,5
139769856,4+,Games,38,5,10
199231488,4+,Games,37,5,2
168910848,4+,Games,37,5,2
95139840,4+,Games,38,5,1
283567104,12+,Games,37,5,11
132009984,4+,Games,40,5,1
1253449728,9+,Games,38,5,5
1697630208,12+,Games,38,5,1
1335678976,12+,Games,37,5,34
303671296,4+,Games,37,5,1
139433984,9+,Games,37,0,1
130563072,9+,Games,43,0,3
139398144,4+,Games,38,4,15
73382912,4+,Games,38,5,1
79211520,4+,Games,37,5,7
82813952,4+,Games,40,5,1
190286848,4+,Games,40,5,1
184253440,4+,Games,38,4,1
175750144,4+,Games,38,4,1
179764224,4+,Games,38,4,1
44249088,12+,Games,43,5,16
98378752,4+,Games,37,5,9
32162816,4+,Games,38,5,7
805212160,9+,Games,38,5,5
132756480,17+,Games,37,5,1
132108288,4+,Games,38,5,13
103051264,9+,Games,37,5,1
202866688,4+,Games,37,5,1
1084403712,9+,Games,38,5,5
1133731840,9+,Games,38,5,4
157679616,4+,Games,37,4,13
299586560,4+,Games,38,5,17
189870080,12+,Games,37,5,10
163080192,12+,Games,38,5,9
289495040,9+,Games,37,4,1
19117056,4+,Games,38,5,1
246093824,4+,Games,37,5,1
95742976,4+,Games,40,5,1
124008448,4+,Games,38,5,13
63633408,4+,Games,37,5,25
193884160,4+,Games,40,5,1
117613568,9+,Games,38,5,1
210092032,4+,Games,37,5,11
143679488,4+,Games,37,5,1
137289728,4+,Games,40,5,1
194171904,12+,Games,25,5,5
30622720,4+,Games,38,3,1
65759232,12+,Games,38,5,1
657721344,4+,Games,37,5,6
825167872,9+,Games,24,5,4
95002624,9+,Games,37,5,1
45322240,12+,Games,43,5,1
354028544,12+,Games,40,5,1
71163904,4+,Games,38,5,1
158535680,4+,Games,40,5,1
123286528,12+,Games,37,5,1
72667136,9+,Games,38,5,1
53789696,4+,Games,40,5,1
56807424,9+,Games,40,3,5
106132480,12+,Games,37,5,11
127212544,12+,Games,38,5,1
51895296,4+,Games,38,0,2
138056704,9+,Games,38,5,11
1861763441,4+,Games,38,5,1
89501696,4+,Games,40,5,1
49972224,4+,Games,38,5,1
56591360,4+,Games,38,5,4
212542464,4+,Games,40,5,1
115398656,4+,Games,38,5,1
113567744,4+,Games,38,5,11
98892800,4+,Games,38,5,11
18297856,4+,Games,37,0,1
525279232,9+,Games,38,5,1
170858496,9+,Games,37,5,34
77448192,4+,Games,40,1,1
179871744,4+,Games,40,5,11
209787904,4+,Games,38,5,11
131962880,4+,Games,38,5,11
149391360,4+,Games,38,5,18
296101888,9+,Games,40,5,1
110608384,4+,Games,38,5,1
87025664,12+,Games,38,5,11
58877952,9+,Games,37,4,5
242724864,9+,Games,37,5,5
450622464,4+,Games,40,5,1
101735424,4+,Games,38,5,12
136354816,4+,Games,40,5,1
92143616,9+,Games,43,5,1
204178432,4+,Games,37,4,1
38444032,9+,Games,40,5,2
68613120,4+,Games,38,5,1
196969472,9+,Games,38,5,18
30467072,17+,Games,37,0,1
151135232,12+,Games,38,5,1
552719360,12+,Games,37,5,1
143679488,4+,Games,40,5,6
95278080,9+,Games,38,5,1
56753152,9+,Games,40,4,31
54722560,4+,Games,37,5,1
261120000,4+,Games,40,5,1
1861763441,9+,Games,24,5,4
80974848,4+,Games,38,5,13
94483456,4+,Games,40,5,1
66295808,12+,Games,40,0,1
134987776,4+,Games,38,5,1
157521920,4+,Games,37,5,1
32050176,4+,Games,40,0,1
266622976,4+,Games,37,5,1
99435520,4+,Games,38,5,1
299873280,4+,Games,38,5,1
73411584,9+,Games,38,5,33
214940672,4+,Games,38,5,1
312097792,4+,Games,38,5,1
760836096,9+,Games,25,5,16
88428544,12+,Games,38,5,1
234680320,9+,Games,40,5,2
104014848,4+,Games,37,5,1
245437440,4+,Games,24,5,12
340971520,4+,Games,40,5,1
912869376,9+,Games,38,5,5
405905408,17+,Games,38,0,1
212980736,4+,Games,38,5,1
111119360,4+,Games,38,5,22
72770560,4+,Games,38,5,1
104026112,4+,Games,40,5,2
41295872,4+,Games,38,5,1
1007366144,9+,Games,38,5,4
82688000,12+,Games,38,5,2
63286272,9+,Games,40,5,1
43569152,4+,Games,40,5,2
57732096,9+,Games,38,5,3
125937664,4+,Games,38,5,1
62405632,17+,Games,38,0,1
68179968,4+,Games,40,2,15
198001664,4+,Games,37,5,11
272736256,4+,Games,38,5,1
1297310720,9+,Games,40,5,1
491183104,4+,Games,24,5,12
92433408,4+,Games,40,5,1
152269824,4+,Games,38,5,1
38602752,4+,Games,37,4,1
106005504,4+,Games,40,5,1
102445056,9+,Games,37,5,2
153513984,12+,Games,35,5,12
73180160,9+,Games,25,5,1
66764800,4+,Games,40,4,2
130173952,4+,Games,38,5,22
121606144,4+,Games,40,5,1
88091648,17+,Games,38,0,2
110205952,12+,Games,37,5,1
178644992,12+,Games,38,5,1
166528000,4+,Games,40,4,1
133657600,4+,Games,38,5,34
46557184,9+,Games,37,2,1
209029120,4+,Games,37,5,5
185152512,9+,Games,37,5,11
449143808,4+,Games,38,5,1
6915072,4+,Games,37,3,2
110957568,17+,Games,37,5,1
93115392,4+,Games,38,5,1
525569024,12+,Games,38,5,1
140006400,9+,Games,37,5,1
106467328,4+,Games,43,5,1
221522944,4+,Games,37,5,1
84971520,9+,Games,40,5,1
33005568,4+,Games,25,5,10
774950912,9+,Games,24,5,3
1029378048,9+,Games,37,5,4
1188780032,9+,Games,38,5,4
49651712,12+,Games,40,1,1
119801856,4+,Games,37,5,33
97662976,4+,Games,38,5,7
103757824,4+,Games,38,5,1
101370880,4+,Games,37,5,1
100264960,9+,Games,37,5,2
97558528,4+,Games,43,5,1
99209216,4+,Games,38,5,1
804577280,12+,Games,40,5,1
446949376,12+,Games,37,4,2
15863808,4+,Games,43,2,1
144084992,4+,Games,37,5,7
451740672,4+,Games,38,5,1
213266432,4+,Games,38,5,16
129368064,9+,Games,40,5,1
176114688,12+,Games,37,5,8
268592128,17+,Games,40,0,1
91393024,12+,Games,40,5,1
191639552,4+,Games,38,5,1
36849664,9+,Games,40,2,1
165801984,4+,Games,40,5,13
88228864,12+,Games,37,5,1
114199552,4+,Games,38,4,10
110781440,4+,Games,40,5,1
108666880,12+,Games,38,5,1
284124160,9+,Games,37,4,1
147336192,4+,Games,38,5,16
100721664,4+,Games,40,5,2
63964160,12+,Games,38,5,1
150966272,4+,Games,37,5,3
351562752,9+,Games,38,5,18
248603648,4+,Games,37,5,1
68615168,4+,Games,35,5,11
87786496,4+,Games,40,5,2
348491776,12+,Games,40,5,8
1861763441,12+,Games,40,5,1
284321792,4+,Games,38,5,1
71281664,9+,Games,40,5,3
328126464,12+,Games,38,5,5
590484480,12+,Games,25,5,10
184811520,9+,Games,38,5,1
150571008,12+,Games,38,5,7
107478016,4+,Games,37,5,11
132649984,12+,Games,38,5,8
161188864,4+,Games,37,5,6
58309632,12+,Games,38,5,1
128888832,4+,Games,40,5,9
160321536,4+,Games,38,5,16
109119488,9+,Games,37,5,16
60965888,4+,Games,40,4,1
208391168,9+,Games,38,5,1
198155264,9+,Games,37,5,22
267543552,4+,Games,37,5,1
320579584,4+,Games,38,5,1
521508864,12+,Games,38,5,1
1016400896,9+,Games,37,5,1
106405888,12+,Games,43,5,1
69463040,4+,Games,40,5,2
230596608,4+,Games,37,5,1
1192589312,9+,Games,38,5,5
101526528,9+,Games,38,1,1
896477184,9+,Games,38,5,4
188443648,4+,Games,37,4,1
72083456,4+,Games,40,5,2
63365120,9+,Games,43,0,1
59183104,4+,Games,38,5,1
972818432,9+,Games,38,5,4
117741568,12+,Games,37,5,1
289332224,9+,Games,38,5,1
821411840,9+,Games,38,5,1
102383616,9+,Games,38,5,1
224098304,4+,Games,25,0,1
95727616,4+,Games,38,5,1
229864448,4+,Games,38,5,1
109820928,4+,Games,40,5,1
113985536,4+,Games,37,5,1
114213888,4+,Games,37,5,14
33746944,4+,Games,38,5,1
88105984,4+,Games,37,5,1
293660672,4+,Games,37,5,1
396023808,4+,Games,38,5,1
132141056,4+,Games,40,5,1
29589504,4+,Games,40,5,1
172889088,4+,Games,38,5,23
192272384,4+,Games,40,3,1
37438464,4+,Games,37,5,30
934126592,9+,Games,38,5,5
74776576,4+,Games,38,5,1
110692352,4+,Games,37,5,2
83778560,4+,Games,40,5,2
150532096,4+,Games,38,5,1
366301184,4+,Games,38,5,1
154455040,4+,Games,38,5,1
116008960,9+,Games,37,5,8
134692864,4+,Games,43,5,1
102461440,9+,Games,43,5,1
150823936,9+,Games,38,5,1
1180584960,9+,Games,37,5,5
28363776,4+,Games,37,0,1
512762880,12+,Games,38,5,1
1861763441,9+,Games,24,5,4
162561024,4+,Games,38,5,1
45170688,4+,Games,43,5,16
111960064,4+,Games,37,5,20
185580544,4+,Games,38,5,4
70197248,12+,Games,43,5,1
102511616,4+,Games,40,5,11
50578432,4+,Games,37,5,1
230511616,4+,Games,38,5,1
175391744,4+,Games,38,5,23
386605056,12+,Games,38,5,9
78748672,4+,Games,38,5,1
173197312,4+,Games,38,5,30
108917760,12+,Games,40,5,1
237266944,12+,Games,37,5,1
313783296,4+,Games,38,5,1
68079616,4+,Games,37,5,1
67985408,4+,Games,37,5,10
95689728,4+,Games,38,5,11
775102464,9+,Games,40,5,1
506650624,12+,Games,37,5,7
9348096,4+,Games,40,5,1
515490816,12+,Games,37,5,1
167136256,9+,Games,38,5,12
1151292416,9+,Games,37,5,5
34074624,4+,Games,38,2,1
1286004736,9+,Games,37,5,5
783089664,9+,Games,37,5,5
138480640,12+,Games,37,4,2
59842560,4+,Games,40,5,1
162522112,4+,Games,37,5,12
1043179520,9+,Games,24,5,4
46349312,9+,Games,43,5,1
163494912,12+,Games,40,5,1
88905728,4+,Games,38,5,3
294095872,4+,Games,38,5,11
151495680,4+,Games,38,5,21
282439680,12+,Games,38,5,1
1543919616,9+,Games,24,5,5
115195904,4+,Games,40,5,1
172044288,4+,Games,38,5,23
402762752,4+,Games,37,5,7
125418496,4+,Games,38,5,12
358231040,17+,Games,38,5,1
194174976,4+,Games,38,5,1
111543296,9+,Games,40,5,1
190241792,4+,Games,37,5,1
101236736,4+,Games,38,5,1
122281984,4+,Games,40,5,1
123773952,9+,Games,38,5,12
221317120,4+,Games,38,5,1
118456320,12+,Games,37,5,10
1121930240,9+,Games,37,5,4
89832448,4+,Games,40,4,1
66203648,4+,Games,37,5,1
375656448,4+,Games,37,5,1
36832256,4+,Games,38,0,2
195170304,4+,Games,40,5,1
53506048,4+,Games,38,5,10
192502784,4+,Games,38,5,1
1317195776,9+,Games,37,5,5
54568960,4+,Games,37,5,4
272344064,9+,Games,37,5,1
259914752,17+,Games,37,5,1
391116800,4+,Games,37,5,1
125476864,4+,Games,40,5,1
196566016,4+,Games,37,5,1
113096704,4+,Games,25,5,9
224086016,4+,Games,38,5,1
356268032,12+,Games,38,5,1
112320512,4+,Games,37,3,8
88837120,4+,Games,37,5,1
90331136,4+,Games,40,5,1
835548160,17+,Games,37,5,1
29959168,4+,Games,43,4,1
213704704,4+,Games,40,5,1
132981760,4+,Games,37,5,7
203485184,4+,Games,38,5,1
65435648,4+,Games,37,4,1
93931520,4+,Games,38,5,1
191580160,9+,Games,40,5,33
79053824,4+,Games,38,4,1
218329088,4+,Games,40,5,1
32340992,4+,Games,37,1,9
1180269568,12+,Games,37,5,11
248681472,9+,Games,37,5,1
377589760,12+,Games,37,5,1
955086848,12+,Games,38,5,17
47260672,4+,Games,40,0,2
138152960,4+,Games,40,5,2
46030848,4+,Games,40,5,1
77443072,4+,Games,38,5,5
68177920,4+,Games,38,5,2
113942528,12+,Games,37,5,1
96123904,12+,Games,40,4,1
713567232,12+,Games,40,5,1
611215360,4+,Games,37,5,21
22950912,4+,Games,40,5,1
204402688,4+,Games,37,5,15
312574976,12+,Games,40,5,1
342103040,4+,Games,38,4,1
43257856,4+,Games,38,5,1
7298048,4+,Games,38,3,1
80547840,4+,Games,38,3,1
345457664,12+,Games,37,4,1
1125521408,9+,Games,40,5,1
67451904,4+,Games,40,5,1
275680256,9+,Games,37,5,1
24740864,4+,Games,40,5,1
649999360,9+,Games,37,5,5
82377728,4+,Games,38,5,1
350794752,4+,Games,37,4,1
228554752,9+,Games,38,5,11
93810688,9+,Games,38,4,1
164455424,4+,Games,37,5,1
1469082624,9+,Games,24,5,5
35869696,4+,Games,37,5,10
76509184,4+,Games,37,5,1
342428672,4+,Games,37,5,16
130111488,9+,Games,37,5,10
331473920,4+,Games,37,5,1
26119168,12+,Games,37,5,1
407088128,12+,Games,40,5,1
15467520,4+,Games,40,3,1
57469952,4+,Games,38,5,5
16807936,4+,Games,38,5,2
93434880,4+,Games,37,5,1
112493568,4+,Games,38,5,2
195533824,4+,Games,38,5,11
1021167616,9+,Games,38,5,4
912822272,9+,Games,37,5,5
42011648,4+,Games,40,5,2
365371392,9+,Games,40,5,8
278796288,9+,Games,38,5,4
109913088,4+,Games,40,5,1
69826560,12+,Games,38,5,31
111525888,12+,Games,40,3,1
15611904,12+,Games,40,5,5
80876544,4+,Games,40,3,1
89885696,4+,Games,37,5,1
228620288,9+,Games,37,5,1
174926848,9+,Games,37,5,11
56381440,4+,Games,40,0,2
338222080,4+,Games,38,4,1
202542080,4+,Games,38,5,13
89965568,4+,Games,40,4,9
142701568,4+,Games,37,5,1
58137600,9+,Games,37,5,1
720882688,12+,Games,37,5,6
107640832,9+,Games,37,5,1
26888192,4+,Games,37,5,3
34243584,17+,Games,38,5,1
60761088,4+,Games,37,5,4
75922432,4+,Games,38,5,1
340319232,4+,Games,37,5,1
337468416,4+,Games,38,5,1
54922240,4+,Games,38,5,1
100937728,4+,Games,43,5,1
420435968,9+,Games,38,5,1
847803392,9+,Games,37,5,5
192527360,4+,Games,40,5,6
639434752,9+,Games,37,5,4
72433664,4+,Games,37,3,2
77325312,12+,Games,37,0,2
52901888,9+,Games,40,3,12
1861763441,12+,Games,25,5,1
118087680,4+,Games,38,5,4
264453120,4+,Games,37,5,13
138045440,12+,Games,38,5,1
194273280,4+,Games,40,5,1
119285760,4+,Games,38,5,11
39504896,12+,Games,38,5,1
128863232,9+,Games,40,5,1
66974720,4+,Games,37,5,1
83761152,9+,Games,38,5,1
163893248,12+,Games,38,5,11
87511040,4+,Games,37,3,1
69772288,4+,Games,40,4,1
175507456,4+,Games,40,4,1
120737792,4+,Games,38,5,7
50235392,12+,Games,40,5,3
66006016,4+,Games,37,5,5
203193344,12+,Games,37,5,1
266766336,9+,Games,37,5,17
54270976,12+,Games,37,5,1
242657280,9+,Games,37,5,1
166046720,4+,Games,38,5,1
186491904,4+,Games,37,5,23
108348416,4+,Games,40,4,1
253245440,4+,Games,38,5,11
224924672,4+,Games,38,5,1
239486976,4+,Games,38,5,2
246378496,4+,Games,38,5,11
83220480,4+,Games,38,5,11
121673728,4+,Games,38,5,11
106568704,4+,Games,38,5,11
127670272,4+,Games,38,5,11
113391616,4+,Games,38,5,2
166893568,9+,Games,37,5,13
227135488,4+,Games,38,5,1
54069248,9+,Games,37,5,1
71406592,9+,Games,37,5,8
21773312,4+,Games,38,3,1
82527232,12+,Games,38,5,1
108449792,12+,Games,43,5,1
232676352,4+,Games,37,5,1
87408640,4+,Games,37,5,17
218039296,4+,Games,38,5,1
41485312,4+,Games,37,5,9
127228928,4+,Games,40,0,1
283409408,4+,Games,38,5,1
55823360,12+,Games,37,5,4
135127040,4+,Games,38,5,11
112582656,4+,Games,38,5,1
132425728,4+,Games,38,5,1
237578240,4+,Games,37,5,14
83969024,12+,Games,38,5,10
1249507328,4+,Games,43,5,1
1861763441,4+,Games,24,5,1
24117248,9+,Games,38,0,1
183614464,9+,Games,37,5,1
65866752,4+,Games,38,4,31
111177728,9+,Games,38,5,1
165360640,4+,Games,40,5,1
73056256,4+,Games,38,5,8
69201920,9+,Games,37,5,6
322576384,4+,Games,40,5,1
151451648,12+,Games,37,5,1
127321088,12+,Games,37,4,5
94791680,4+,Games,38,5,1
141017088,4+,Games,38,5,12
148815872,4+,Games,37,5,1
163115008,12+,Games,40,5,10
99192832,4+,Games,38,5,6
111248384,4+,Games,38,5,11
97122304,4+,Games,38,5,2
54171648,4+,Games,37,4,1
77178880,9+,Games,40,5,1
167815168,9+,Games,38,5,16
209037312,4+,Games,37,5,18
146553856,9+,Games,37,5,9
95408128,4+,Games,38,5,2
245484544,4+,Games,37,5,1
253734912,9+,Games,37,5,1
70970368,9+,Games,40,4,1
312641536,4+,Games,37,5,11
122580992,4+,Games,38,5,6
89600000,4+,Games,37,4,16
184512512,4+,Games,38,5,6
270031872,12+,Games,37,5,1
72358912,4+,Games,40,5,2
60484608,17+,Games,37,0,1
80888832,4+,Games,38,5,1
41987072,12+,Games,38,5,1
141621248,4+,Games,40,5,1
967158784,9+,Games,37,5,4
60092416,4+,Games,37,3,1
207391744,12+,Games,38,4,1
204987392,4+,Games,40,5,27
238582784,12+,Games,38,5,9
446764032,9+,Games,37,5,12
341624832,4+,Games,38,5,1
89542656,4+,Games,38,3,1
180679680,4+,Games,37,5,1
20145152,4+,Games,37,5,18
67928064,4+,Games,40,2,14
341455872,4+,Games,40,5,1
862396416,9+,Games,37,5,5
65891328,17+,Games,37,5,1
225862656,17+,Games,38,5,1
1008609280,9+,Games,37,5,5
111938560,4+,Games,38,4,1
1354634240,9+,Games,38,5,5
81690624,9+,Games,38,3,16
235554816,4+,Games,40,4,11
35186688,4+,Games,40,2,16
1478030336,9+,Games,38,5,11
82316288,9+,Games,38,5,1
250655744,4+,Games,38,5,1
110124032,4+,Games,40,5,1
100349952,4+,Games,40,5,1
166257664,12+,Games,38,5,6
247194624,4+,Games,37,5,7
593355776,4+,Games,37,4,1
336847872,4+,Games,38,5,11
52345856,4+,Games,38,5,9
27561984,4+,Games,43,5,1
214481920,4+,Games,37,5,1
131070976,12+,Games,38,5,1
189497344,4+,Games,37,5,1
123341824,12+,Games,38,4,31
283934720,4+,Games,37,5,1
151469056,9+,Games,38,5,1
301272064,12+,Games,37,5,15
187812864,4+,Games,37,5,1
454384640,12+,Games,37,5,10
76058624,4+,Games,38,2,1
145988608,12+,Games,38,5,1
214042624,4+,Games,38,5,1
42371072,4+,Games,37,0,1
49243136,4+,Games,40,5,2
97887232,4+,Games,37,2,1
58632192,12+,Games,37,5,1
148122624,17+,Games,37,0,9
315353088,9+,Games,37,4,1
63738880,4+,Games,37,3,1
83180544,4+,Games,37,5,1
195908608,4+,Games,38,5,10
615645184,9+,Games,38,5,1
202745856,4+,Games,38,5,1
246411264,9+,Games,37,5,1
180105216,4+,Games,40,5,1
1287553024,9+,Games,37,5,1
1861763441,9+,Games,24,5,4
78155776,4+,Games,38,5,1
126512128,12+,Games,40,5,1
119754752,4+,Games,40,5,1
135485440,4+,Games,40,5,1
68666368,12+,Games,40,4,11
466015232,9+,Games,40,5,1
1861763441,12+,Games,24,5,6
138093568,9+,Games,37,5,2
90488832,9+,Games,37,5,2
83826688,17+,Games,38,0,2
438729728,12+,Games,40,5,1
1861763441,9+,Games,37,5,7
49349632,4+,Games,40,5,1
128232448,4+,Games,38,5,14
57921536,12+,Games,38,5,1
182045696,4+,Games,38,4,1
890523648,9+,Games,37,5,4
31446016,4+,Games,38,5,1
118693888,4+,Games,40,5,12
1861763441,17+,Games,37,4,10
1536766976,9+,Games,37,4,5
34397184,12+,Games,38,5,1
602065920,9+,Games,37,5,5
146959360,12+,Games,37,5,10
157614080,9+,Games,38,5,1
222895104,9+,Games,37,5,1
33304576,4+,Games,38,5,1
70149120,4+,Games,40,5,1
53690368,4+,Games,38,5,13
91620352,4+,Games,40,5,11
76777472,12+,Games,37,4,1
699091968,9+,Games,37,5,1
20856832,4+,Games,43,5,12
997129216,9+,Games,37,5,5
54802432,4+,Games,38,5,1
173696000,12+,Games,37,5,1
18822144,12+,Games,37,1,1
87851008,17+,Games,40,4,1
72118272,4+,Games,38,5,1
191382528,4+,Games,37,5,1
251595776,4+,Games,38,5,12
21171200,4+,Games,38,5,10
64278528,4+,Games,37,5,1
176272384,4+,Games,40,5,8
110398464,4+,Games,38,5,11
153306112,9+,Games,38,5,1
333368320,4+,Games,38,5,8
271124480,4+,Games,37,5,22
62189568,4+,Games,24,5,1
424826880,4+,Games,38,5,5
89756672,4+,Games,40,3,1
128684032,12+,Games,37,5,11
29696000,9+,Games,37,5,1
1861763441,12+,Games,37,5,5
63109120,9+,Games,38,5,1
55975936,9+,Games,37,5,10
306912256,4+,Games,38,5,1
32992256,9+,Games,40,5,1
118496256,12+,Games,38,3,11
334576640,4+,Games,37,5,12
301804544,9+,Games,38,5,1
28306432,4+,Games,37,4,15
98282496,4+,Games,37,5,1
162750464,12+,Games,37,5,1
169353216,12+,Games,40,5,10
405535744,12+,Games,37,0,1
281761792,4+,Games,37,5,1
53370880,4+,Games,40,1,1
272637952,9+,Games,37,5,1
1452132352,9+,Games,24,5,4
1805248512,9+,Games,24,5,4
1143723008,9+,Games,37,5,4
170819584,12+,Games,40,5,10
141317120,9+,Games,37,5,1
34868224,4+,Games,40,2,1
73590784,4+,Games,38,2,1
105900032,4+,Games,37,4,4
267441152,4+,Games,38,5,11
265478144,4+,Games,38,5,1
153664512,4+,Games,38,5,10
32032768,4+,Games,40,2,31
314591232,9+,Games,40,5,1
1104092160,12+,Games,37,5,1
148648960,4+,Games,37,5,9
291038208,9+,Games,40,5,1
107376640,4+,Games,38,5,16
305483776,4+,Games,37,5,1
70959104,4+,Games,38,5,1
159752192,4+,Games,38,5,1
154710016,12+,Games,37,5,1
190519296,12+,Games,37,5,1
277154816,4+,Games,38,5,1
160331776,4+,Games,37,5,1
166720512,4+,Games,40,4,1
164000768,12+,Games,37,5,1
208455680,9+,Games,37,5,18
65575936,12+,Games,40,4,16
67836928,4+,Games,40,2,1
150807552,4+,Games,38,5,1
86596608,4+,Games,40,5,1
211661824,9+,Games,40,5,1
294744064,12+,Games,38,5,1
82972672,4+,Games,43,5,1
55657472,4+,Games,43,5,8
125467648,4+,Games,40,5,1
164000768,12+,Games,37,5,1
112653312,4+,Games,37,5,7
304375808,4+,Games,38,5,1
99691520,4+,Games,38,5,1
76619776,12+,Games,38,5,1
108594176,12+,Games,37,5,2
1537772544,9+,Games,40,5,1
189709312,9+,Games,38,5,1
117726208,4+,Games,38,5,8
62823424,9+,Games,37,4,1
85164032,4+,Games,40,5,1
511670272,4+,Games,37,5,1
1153353728,9+,Games,37,5,5
87667712,4+,Games,38,5,1
192231424,4+,Games,38,5,3
150992896,4+,Games,37,5,1
274795520,9+,Games,25,3,1
116981760,4+,Games,38,5,2
228882432,9+,Games,38,5,3
81576960,12+,Games,40,5,1
68205568,4+,Games,38,5,1
252352512,12+,Games,38,5,5
49652736,12+,Games,40,5,1
111013888,4+,Games,43,5,1
1329823744,9+,Games,37,5,16
268843008,4+,Games,38,5,1
578062336,4+,Games,38,5,3
133175296,4+,Games,38,5,15
119512064,4+,Games,40,0,1
468603904,9+,Games,25,5,1
984101888,9+,Games,37,5,5
238359552,4+,Games,38,5,1
129589248,4+,Games,37,5,12
35957760,9+,Games,37,5,11
212279296,4+,Games,40,5,1
59053056,4+,Games,38,5,1
332139520,4+,Games,37,5,17
134029312,4+,Games,38,5,11
66196480,9+,Games,40,3,11
363020288,12+,Games,38,5,1
70156288,4+,Games,40,3,1
39796736,4+,Games,38,5,1
39054336,9+,Games,37,0,1
24354816,4+,Games,37,3,2
63180800,4+,Games,38,5,1
102046720,4+,Games,38,5,1
93643776,12+,Games,37,5,1
197048320,4+,Games,38,5,30
1861763441,4+,Games,38,5,1
146797568,12+,Games,40,5,1
331335680,4+,Games,38,5,11
125918208,4+,Games,40,5,1
157871104,12+,Games,37,4,1
75174912,4+,Games,38,5,1
94867456,4+,Games,38,5,16
61278208,4+,Games,40,5,1
98643968,4+,Games,43,5,2
1145312256,9+,Games,37,5,5
771726336,9+,Games,37,5,5
248950784,9+,Games,37,4,1
29727744,4+,Games,37,5,1
95670272,4+,Games,38,5,11
110787584,12+,Games,37,5,1
587630592,12+,Games,37,5,1
68639744,12+,Games,40,5,2
107933696,4+,Games,43,5,1
196617216,4+,Games,37,5,1
25571328,4+,Games,38,4,2
190457856,12+,Games,40,5,1
180950016,4+,Games,40,5,2
360722432,4+,Games,40,5,1
357691392,4+,Games,38,5,1
181551104,12+,Games,40,5,1
33091584,4+,Games,40,0,2
156507136,12+,Games,40,2,1
131196928,9+,Games,37,5,5
480581632,9+,Games,38,5,1
149266432,12+,Games,37,5,1
85477376,4+,Games,40,5,1
57303040,12+,Games,40,5,10
162514944,12+,Games,38,5,1
99002368,4+,Games,37,0,2
22029312,4+,Games,37,5,1
281550848,4+,Games,37,5,1
181364736,12+,Games,40,5,10
31710208,4+,Games,40,5,12
464706560,12+,Games,38,5,1
41966592,4+,Games,37,0,7
62238720,4+,Games,38,5,1
30906368,9+,Games,40,2,16
96538624,4+,Games,43,5,2
58624000,4+,Games,40,5,1
64439296,12+,Games,38,3,1
1115999232,12+,Games,25,5,1
170190848,9+,Games,40,4,1
88672256,4+,Games,40,5,1
81243136,9+,Games,40,4,1
222874624,9+,Games,38,5,1
106914816,4+,Games,38,5,1
121419776,4+,Games,38,5,2
72438784,12+,Games,38,5,16
1364120576,9+,Games,24,5,4
140864512,9+,Games,38,0,2
358992896,4+,Games,38,5,1
83832832,4+,Games,37,5,1
65469440,12+,Games,37,5,1
76716032,12+,Games,37,5,1
65595392,4+,Games,37,0,1
165691392,12+,Games,40,4,1
176500736,4+,Games,40,5,1
68929536,4+,Games,38,1,1
105438208,4+,Games,37,0,1
165874688,4+,Games,40,5,2
1861763441,4+,Games,25,5,1
199166976,4+,Games,40,5,1
48784384,4+,Games,40,5,1
