AppSize(Bytes),AppRestriction,AppType,SupportDeviceNum,DisplayedScreenshotNum,SupportLanguageNum
1861763441,12+,Games,38,5,11
317992960,12+,Games,38,5,1
1861763441,17+,Games,38,5,9
475708416,4+,Games,37,5,1
83843072,12+,Games,37,5,1
168546304,12+,Games,43,5,10
115208192,9+,Games,37,4,1
244719616,4+,Games,40,5,1
784058368,17+,Games,38,5,10
122903552,12+,Games,38,5,15
108105728,4+,Games,38,5,11
136275968,4+,Games,38,5,1
1085844480,4+,Games,37,5,12
421027840,4+,Games,38,2,1
36531200,4+,Games,37,5,1
322693120,4+,Games,38,5,13
111458304,4+,Games,40,4,9
131387392,12+,Games,38,5,2
1861763441,12+,Games,37,5,15
317931520,12+,Games,43,5,1
357446656,12+,Games,38,5,12
37166080,4+,Games,40,5,8
1861763441,9+,Games,39,5,6
50221056,4+,Games,40,2,1
1861763441,4+,Games,37,5,11
177651712,4+,Games,43,5,8
199310336,4+,Games,38,5,30
128839680,4+,Games,38,4,1
287759360,4+,Games,38,0,3
44048384,4+,Games,38,5,14
83378176,4+,Games,39,5,26
53652480,9+,Games,38,5,1
95854592,9+,Games,43,5,1
268521472,4+,Games,38,5,1
328875008,12+,Games,38,5,1
104038400,12+,Games,40,5,7
102755328,12+,Games,39,5,14
98380800,12+,Games,38,3,1
188578816,4+,Games,38,5,1
154164224,12+,Games,38,5,1
149481472,4+,Games,38,5,1
197683200,12+,Games,39,5,1
24090624,4+,Games,37,3,1
98525184,4+,Games,38,5,1
198530048,12+,Games,37,5,1
253903872,17+,Games,38,5,13
131652608,4+,Games,37,5,19
457842688,9+,Games,40,5,1
175163392,9+,Games,24,5,5
37017600,9+,Games,38,4,16
45310976,4+,Games,40,5,1
98745344,4+,Games,38,5,12
97669120,9+,Games,43,5,1
1040563200,9+,Games,37,5,1
119820288,4+,Games,38,5,5
51105792,4+,Games,24,5,1
868048896,12+,Games,38,5,17
155480064,4+,Games,40,5,1
250017792,9+,Games,38,5,11
245901312,4+,Games,38,5,1
145223680,12+,Games,38,5,13
210842624,12+,Games,38,5,7
93380608,9+,Games,43,5,1
84611072,9+,Games,43,5,1
156652544,4+,Games,38,5,1
97153024,9+,Games,43,5,1
966167552,4+,Games,38,5,8
985080832,12+,Games,38,5,10
441925632,12+,Games,37,5,1
1177923584,4+,Games,38,5,1
3903508.48,4+,Games,40,4,1
43749376,4+,Games,40,3,1
88043520,9+,Games,43,5,1
166803456,9+,Games,40,5,1
158244864,9+,Games,43,5,1
187704320,9+,Games,24,5,1
32642048,4+,Games,43,5,1
61993984,12+,Games,38,5,16
44328960,4+,Games,37,5,1
1156409344,17+,Games,37,4,11
567183360,9+,Games,24,5,1
278003712,9+,Games,38,0,1
125194240,9+,Games,37,5,10
34040832,9+,Games,40,5,4
92622848,9+,Games,43,5,1
11337728,4+,Games,37,4,1
87174144,4+,Games,38,5,1
1861763441,9+,Games,25,5,1
75441152,4+,Games,37,5,1
180300800,12+,Games,37,5,1
15657984,12+,Games,38,1,1
1612120064,9+,Games,24,5,5
86482944,9+,Games,43,5,1
176620544,9+,Games,38,5,1
318521344,4+,Games,38,5,1
1254719488,12+,Games,38,5,7
398783488,4+,Games,38,5,13
1861763441,12+,Games,43,5,1
112316416,4+,Games,38,5,24
999398400,12+,Games,38,5,1
272482304,9+,Games,40,4,1
173314048,9+,Games,38,5,1
261382144,12+,Games,43,5,1
1861763441,12+,Games,37,5,7
90272768,9+,Games,40,5,11
27130880,9+,Games,40,5,3
766031872,12+,Games,38,5,1
131249152,4+,Games,38,5,1
1213626368,9+,Games,37,5,16
167745536,12+,Games,38,5,1
49946624,12+,Games,43,5,1
87031808,9+,Games,43,5,1
45833216,9+,Games,38,5,1
96606208,4+,Games,38,5,15
17489920,4+,Games,40,4,14
672624640,4+,Games,37,5,1
127930368,4+,Games,40,5,1
32017408,9+,Games,40,5,1
111820800,9+,Games,43,5,1
271454208,4+,Games,40,5,1
64588800,17+,Games,37,5,1
104689664,9+,Games,43,5,1
71372800,9+,Games,43,5,1
147263488,9+,Games,40,5,1
613076992,4+,Games,40,5,1
128648192,4+,Games,37,4,16
438812672,9+,Games,37,4,1
158947328,9+,Games,38,5,8
120050688,4+,Games,37,5,5
970903552,17+,Games,25,5,16
52194304,4+,Games,38,5,2
1005560832,9+,Games,39,5,1
98089984,4+,Games,38,5,1
28680192,4+,Games,40,5,1
164248576,4+,Games,38,5,9
19860480,4+,Games,43,5,1
138688512,9+,Games,38,5,1
123680768,12+,Games,40,5,3
60551168,4+,Games,40,5,11
90406912,9+,Games,38,4,12
12656640,4+,Games,40,5,1
175606784,4+,Games,37,5,10
126603264,9+,Games,37,5,1
119752704,9+,Games,37,5,15
71748608,9+,Games,37,5,13
330018816,9+,Games,37,5,9
78684160,9+,Games,43,5,1
106536960,9+,Games,43,5,1
85868544,9+,Games,40,5,1
79702016,4+,Games,37,5,1
1400971264,17+,Games,43,5,12
1190330368,12+,Games,38,5,10
1537737728,12+,Games,38,5,10
913693696,12+,Games,37,5,1
329893888,12+,Games,40,5,2
44166144,4+,Games,40,5,2
281846784,9+,Games,38,5,33
165471232,9+,Games,38,5,13
48083968,12+,Games,38,5,4
1070424064,4+,Games,38,5,11
60056576,4+,Games,37,0,1
147553280,4+,Games,37,5,10
313634816,12+,Games,38,5,1
376027136,4+,Games,40,5,1
292289536,4+,Games,38,5,1
253120512,12+,Games,38,5,1
141340672,9+,Games,40,3,1
1672032256,4+,Games,24,4,5
1671360512,4+,Games,36,0,5
143858688,4+,Games,38,4,8
18375680,4+,Games,40,5,27
104282112,12+,Games,38,5,16
1257910272,4+,Games,37,5,15
519218176,9+,Games,37,5,5
157851648,17+,Games,40,5,9
192302080,9+,Games,38,5,1
111940608,9+,Games,38,5,7
97223680,9+,Games,40,5,1
158641152,4+,Games,37,5,7
51140608,4+,Games,40,5,1
137146368,4+,Games,37,5,6
1464656896,4+,Games,35,5,17
195235840,4+,Games,38,5,11
271538176,9+,Games,38,5,10
666117120,12+,Games,37,5,11
215661568,4+,Games,38,5,1
57417728,4+,Games,38,5,1
278077440,12+,Games,38,5,1
538394624,9+,Games,38,5,3
105254912,9+,Games,43,5,1
148612096,4+,Games,40,5,1
187797504,9+,Games,37,5,1
1218220032,9+,Games,37,5,11
51179520,17+,Games,24,5,8
1274243072,4+,Games,40,5,4
116490240,9+,Games,43,5,1
79798272,9+,Games,37,4,1
173531136,4+,Games,40,5,1
74878976,4+,Games,38,5,1
74791936,4+,Games,38,4,1
148629504,4+,Games,37,5,12
102812672,9+,Games,37,5,11
79904768,12+,Games,40,5,1
54180864,4+,Games,37,5,1
98822144,12+,Games,38,5,1
72098816,4+,Games,40,5,1
33927168,12+,Games,43,3,16
161162240,4+,Games,37,5,11
680251392,12+,Games,38,5,11
239047680,9+,Games,37,5,11
341243904,4+,Games,38,1,1
802975744,12+,Games,37,5,1
137282560,4+,Games,38,5,7
105910272,4+,Games,40,5,10
146343936,4+,Games,37,5,12
52578304,4+,Games,38,4,1
393954304,4+,Games,43,5,18
370935808,9+,Games,38,5,11
545665024,4+,Games,37,5,1
37310464,12+,Games,43,5,1
312962048,9+,Games,38,5,11
1861763441,12+,Games,39,5,12
10219520,4+,Games,38,4,1
94069760,12+,Games,40,5,1
491360256,9+,Games,38,5,1
395749376,4+,Games,37,5,1
103986176,4+,Games,40,5,6
211459072,4+,Games,40,5,11
555175936,9+,Games,24,5,3
555134976,9+,Games,38,0,3
147761152,12+,Games,37,5,1
148776960,12+,Games,37,5,1
126418944,4+,Games,38,5,1
97043456,4+,Games,38,5,11
34856960,9+,Games,38,4,2
171243520,4+,Games,37,5,3
106881024,9+,Games,43,5,1
127668224,9+,Games,43,5,1
320951296,4+,Games,38,5,1
156360704,9+,Games,40,5,1
157344768,9+,Games,38,5,20
186679296,17+,Games,38,5,1
72448000,9+,Games,40,5,8
74174464,9+,Games,38,5,8
187652096,12+,Games,38,5,7
118829056,9+,Games,40,0,1
107995136,9+,Games,37,5,3
103760896,12+,Games,40,5,9
212642816,17+,Games,37,5,1
27722752,9+,Games,38,5,1
104709120,17+,Games,37,0,1
171291648,4+,Games,38,5,1
1861763441,12+,Games,33,5,1
104480768,9+,Games,43,5,1
466039808,4+,Games,38,4,1
70754304,12+,Games,39,5,1
24551424,4+,Games,38,3,1
180995072,4+,Games,37,5,1
150040576,4+,Games,38,5,1
1738707968,17+,Games,39,5,13
150786048,12+,Games,38,5,16
1861763441,4+,Games,37,5,6
138006528,9+,Games,40,5,1
1176809472,9+,Games,24,5,11
80953344,4+,Games,38,5,16
112683008,17+,Games,40,5,1
128664576,9+,Games,38,5,19
1595742208,12+,Games,40,5,1
147526656,12+,Games,37,5,1
92751872,12+,Games,40,5,10
28614656,4+,Games,40,5,1
120344576,4+,Games,40,4,1
163222528,4+,Games,38,5,1
116492288,9+,Games,40,4,4
244306944,4+,Games,40,5,18
19456000,9+,Games,43,5,1
223045632,4+,Games,37,4,8
111026176,4+,Games,38,5,2
1861763441,17+,Games,38,4,1
183342080,9+,Games,38,5,13
38349824,12+,Games,38,4,11
21727232,4+,Games,37,4,1
122327040,9+,Games,43,5,1
310361088,4+,Games,37,5,11
373496832,17+,Games,38,5,1
153575424,12+,Games,38,4,1
36985856,4+,Games,38,5,11
127147008,12+,Games,40,5,1
3903508.48,4+,Games,37,4,1
1591455744,9+,Games,24,5,4
140282880,12+,Games,40,5,1
66228224,4+,Games,37,5,14
113618944,4+,Games,40,5,1
43565056,4+,Games,40,5,13
33284096,4+,Games,38,5,6
249597952,4+,Games,40,5,1
14761984,4+,Games,38,5,2
83817472,12+,Games,37,5,1
1350787072,9+,Games,38,5,15
47482880,12+,Games,38,5,1
76611584,4+,Games,40,5,1
104660992,4+,Games,38,4,5
270143488,4+,Games,38,5,15
38133760,4+,Games,40,4,1
1731159040,12+,Games,40,5,2
1861763441,4+,Games,37,5,11
137094144,12+,Games,38,5,12
136425472,12+,Games,38,5,2
125079552,4+,Games,38,5,5
170082304,9+,Games,40,5,1
460804096,4+,Games,38,5,21
190766080,9+,Games,40,5,8
85696512,12+,Games,38,5,2
170371072,4+,Games,38,5,1
319692800,9+,Games,37,5,11
142512128,4+,Games,38,5,1
95862784,12+,Games,43,5,1
98574336,4+,Games,37,5,1
783700992,12+,Games,37,5,1
14828544,4+,Games,37,5,1
73926656,9+,Games,38,5,1
240062464,9+,Games,40,5,1
110213120,12+,Games,38,4,31
115761152,4+,Games,43,5,7
102760448,4+,Games,37,4,8
100126720,12+,Games,40,5,4
55532544,9+,Games,38,0,2
251610112,12+,Games,38,5,10
173849600,4+,Games,38,5,1
719419392,9+,Games,37,5,1
208705536,9+,Games,37,5,10
107164672,4+,Games,38,5,11
140515328,4+,Games,37,5,1
16692224,4+,Games,37,5,1
121370624,9+,Games,38,5,1
123353088,17+,Games,38,1,1
150988800,4+,Games,37,5,11
450259968,9+,Games,40,5,1
55441408,4+,Games,38,0,5
100392960,4+,Games,37,0,1
221495296,4+,Games,37,5,22
112745472,4+,Games,37,5,1
110811136,4+,Games,38,5,1
123984896,4+,Games,37,5,11
175003648,9+,Games,38,5,1
200281088,4+,Games,37,5,1
256222208,4+,Games,38,5,11
250080256,9+,Games,40,5,17
58332160,4+,Games,38,5,3
1614744576,9+,Games,37,5,7
1215169536,9+,Games,38,5,1
142140416,4+,Games,40,5,1
38805504,9+,Games,43,3,16
12034048,4+,Games,40,3,1
113778688,4+,Games,40,5,1
729790464,9+,Games,38,4,1
55869440,12+,Games,37,4,25
136356864,4+,Games,38,5,4
142196736,9+,Games,38,5,8
114266112,12+,Games,40,5,1
114073600,12+,Games,37,5,1
420385792,4+,Games,37,5,1
30650368,4+,Games,37,5,9
161444864,4+,Games,38,5,1
98312192,9+,Games,40,5,2
243791872,9+,Games,38,5,8
190799872,4+,Games,37,5,7
120923136,4+,Games,37,3,12
71931904,9+,Games,40,5,1
408956928,12+,Games,40,5,1
335666176,4+,Games,37,5,12
170766336,9+,Games,40,5,1
306733056,4+,Games,38,5,13
40808448,9+,Games,40,3,1
151109632,17+,Games,38,5,12
160539648,12+,Games,37,5,10
117735424,4+,Games,38,5,1
790288384,17+,Games,37,5,12
478513152,4+,Games,38,5,14
65225728,4+,Games,37,5,1
84405248,4+,Games,40,4,1
966435840,4+,Games,43,5,1
89121792,9+,Games,37,4,1
207793152,9+,Games,37,5,1
574139392,17+,Games,37,5,1
21389312,4+,Games,40,5,12
119513088,4+,Games,40,5,1
130527232,4+,Games,38,5,3
1165103104,12+,Games,37,5,15
1176644608,9+,Games,37,5,10
291126272,9+,Games,37,5,1
230836224,17+,Games,37,5,1
87481344,4+,Games,40,5,9
518226944,12+,Games,40,5,1
26438656,4+,Games,37,4,1
105950208,4+,Games,40,5,1
98314240,4+,Games,38,5,1
103305216,4+,Games,38,5,1
236545024,12+,Games,37,5,11
155984896,9+,Games,37,5,10
25895936,4+,Games,38,2,1
98941952,4+,Games,38,5,11
70504448,4+,Games,43,5,1
47722496,12+,Games,43,4,1
185982976,4+,Games,40,5,11
646467584,12+,Games,40,5,1
161083392,4+,Games,37,5,6
52018176,4+,Games,37,1,11
171659264,9+,Games,38,5,11
88300544,12+,Games,38,5,1
590045184,12+,Games,39,5,11
133572608,4+,Games,38,5,1
117985280,12+,Games,37,5,17
1017208832,12+,Games,24,5,1
176520192,4+,Games,40,5,12
39276544,12+,Games,43,5,16
131524608,12+,Games,38,5,1
600387584,9+,Games,37,5,13
265324544,9+,Games,38,5,1
141687808,4+,Games,38,5,8
61336576,4+,Games,40,5,1
53278720,4+,Games,37,3,11
672897024,4+,Games,40,5,5
62683136,4+,Games,37,5,1
351164416,12+,Games,37,5,6
530618368,9+,Games,38,5,1
79404032,9+,Games,37,3,1
139517952,9+,Games,38,5,17
50969600,4+,Games,37,5,1
725459968,12+,Games,37,5,6
332834816,12+,Games,38,5,1
1861763441,12+,Games,25,5,6
1042634752,17+,Games,37,5,15
154318848,4+,Games,37,5,11
69404672,9+,Games,38,5,5
39330816,4+,Games,40,4,1
161026048,9+,Games,37,5,15
104240128,17+,Games,37,5,34
117929984,4+,Games,25,5,11
117254144,4+,Games,38,5,1
154107904,12+,Games,38,4,1
651927552,9+,Games,37,5,8
129190912,9+,Games,38,5,1
1196982272,12+,Games,37,4,9
1431842816,9+,Games,37,5,8
896630784,9+,Games,25,4,8
53612544,4+,Games,37,1,1
302269440,12+,Games,38,5,1
176689152,12+,Games,40,5,1
75983872,9+,Games,38,3,1
206268416,12+,Games,37,5,1
1264988160,9+,Games,37,5,1
93063168,4+,Games,37,5,9
99317760,12+,Games,38,5,10
1006264320,9+,Games,37,5,5
267590656,12+,Games,37,5,12
427715584,17+,Games,37,5,12
67235840,4+,Games,38,5,1
1406915584,4+,Games,35,5,17
30552064,4+,Games,40,5,16
29690880,9+,Games,37,5,6
87796736,12+,Games,37,5,3
242970624,17+,Games,37,5,1
95036416,9+,Games,37,5,1
172551168,4+,Games,37,5,10
116097024,12+,Games,40,5,1
252099584,12+,Games,40,5,1
229527552,9+,Games,38,5,6
153622528,4+,Games,37,5,11
37957632,12+,Games,43,5,1
703052800,12+,Games,38,5,15
183284736,4+,Games,38,5,11
135886848,4+,Games,38,5,1
173502464,12+,Games,38,5,1
92815360,4+,Games,40,5,1
640595968,12+,Games,38,5,14
22060032,12+,Games,38,5,1
76464128,4+,Games,40,5,6
63004672,4+,Games,38,5,8
109096960,4+,Games,38,5,1
220948480,17+,Games,38,5,1
179004416,12+,Games,38,5,1
146187264,12+,Games,40,5,1
178185216,4+,Games,38,5,22
247331840,9+,Games,38,5,2
157003776,9+,Games,40,5,1
242545664,4+,Games,38,5,15
121913344,9+,Games,43,4,1
598734848,9+,Games,37,5,8
128421888,4+,Games,40,4,1
147472384,4+,Games,40,5,10
140779520,17+,Games,38,5,1
135064576,9+,Games,38,5,14
189335552,9+,Games,37,5,18
1654782976,12+,Games,38,5,10
247309312,4+,Games,40,5,7
332144640,4+,Games,37,1,1
10946560,9+,Games,38,5,1
659142656,9+,Games,24,5,11
307658752,4+,Games,40,4,1
587313152,4+,Games,38,5,1
1172922368,12+,Games,38,5,5
81724416,9+,Games,37,5,1
163149824,4+,Games,40,5,1
34203648,17+,Games,37,4,6
185572352,4+,Games,37,5,10
630600704,12+,Games,37,5,1
29378560,4+,Games,40,5,1
169729024,4+,Games,37,5,1
89993216,4+,Games,40,5,11
220282880,12+,Games,38,5,1
16656384,4+,Games,38,2,1
955524096,17+,Games,37,5,10
252966912,9+,Games,40,5,1
150142976,4+,Games,40,3,1
269402112,4+,Games,38,5,11
164357120,12+,Games,38,5,1
53579776,4+,Games,38,4,1
31567872,4+,Games,40,5,1
230216704,4+,Games,38,5,12
1861763441,9+,Games,37,5,10
47884288,4+,Games,38,4,1
362530816,4+,Games,38,4,10
100635648,4+,Games,37,5,11
126574592,9+,Games,38,5,24
63954944,9+,Games,38,5,1
180629504,9+,Games,38,5,14
227435520,12+,Games,40,5,1
124596224,4+,Games,38,5,1
226083840,9+,Games,40,5,1
40488960,4+,Games,40,4,2
126681088,9+,Games,38,5,10
32492544,4+,Games,37,4,15
578273280,9+,Games,38,5,1
640870400,9+,Games,38,5,9
55376896,17+,Games,40,5,16
1027908608,4+,Games,37,4,1
112135168,4+,Games,38,5,11
107540480,9+,Games,38,5,1
88379392,12+,Games,37,5,6
299395072,4+,Games,37,5,14
931567616,4+,Games,38,5,11
85999616,4+,Games,40,3,1
24163328,4+,Games,37,5,1
653022208,12+,Games,37,5,12
250717184,9+,Games,38,5,1
422011904,9+,Games,40,5,1
201266176,4+,Games,37,5,1
153967616,9+,Games,37,4,10
458349568,4+,Games,40,5,1
57729024,9+,Games,43,5,16
359372800,4+,Games,43,5,1
712294400,12+,Games,38,5,1
161198080,12+,Games,37,5,1
1089228800,9+,Games,38,4,1
184078336,4+,Games,37,5,12
222253056,9+,Games,43,5,9
91478016,4+,Games,38,5,11
132153344,4+,Games,37,5,11
48006144,9+,Games,40,2,1
47969280,9+,Games,37,5,13
145424384,4+,Games,38,5,11
57004032,9+,Games,43,4,1
237295616,4+,Games,37,5,21
194486272,4+,Games,37,0,1
135406592,4+,Games,40,5,1
181778432,12+,Games,38,4,3
106096640,4+,Games,38,5,11
99517440,4+,Games,38,5,1
102620160,4+,Games,38,4,1
144324608,4+,Games,38,5,32
1107044352,12+,Games,25,5,1
620323840,9+,Games,38,5,5
138526720,9+,Games,40,5,1
53430272,4+,Games,38,5,1
126610432,12+,Games,37,5,10
46831616,4+,Games,37,5,14
40531968,4+,Games,38,4,1
153125888,12+,Games,38,5,33
68730880,9+,Games,37,5,16
338048000,9+,Games,37,5,1
296790016,4+,Games,37,5,1
29124608,4+,Games,40,5,16
36184064,12+,Games,40,4,1
910734336,4+,Games,37,5,1
74728448,12+,Games,40,5,1
74420224,4+,Games,38,5,3
152692736,9+,Games,37,5,1
124445696,9+,Games,38,5,13
576817152,9+,Games,37,5,22
52744192,9+,Games,40,5,2
243613696,4+,Games,37,5,1
299850752,4+,Games,38,5,1
159918080,12+,Games,40,5,1
207542272,4+,Games,38,5,1
701620224,4+,Games,25,4,6
246233088,12+,Games,38,5,11
501043200,17+,Games,37,5,1
511979520,12+,Games,38,0,1
385683456,12+,Games,37,5,34
135558144,9+,Games,40,5,1
221279232,4+,Games,37,5,1
108232704,12+,Games,38,5,1
47736832,4+,Games,40,5,1
1563693056,12+,Games,38,5,6
136355840,12+,Games,38,5,12
359676928,4+,Games,37,5,12
149613568,4+,Games,38,5,1
143093760,9+,Games,40,5,1
149815296,12+,Games,40,4,1
173576192,4+,Games,38,5,1
153812992,9+,Games,40,5,1
157528064,12+,Games,40,5,1
254512128,17+,Games,38,5,2
291697664,12+,Games,37,5,6
29577216,9+,Games,37,5,1
107602944,4+,Games,37,5,4
172115968,4+,Games,37,5,4
165923840,4+,Games,37,5,8
33028096,12+,Games,40,5,2
201411584,4+,Games,40,5,1
65553408,4+,Games,38,5,1
173878272,4+,Games,38,5,1
106136576,12+,Games,38,5,2
403637248,9+,Games,37,1,1
124522496,4+,Games,40,5,1
39411712,4+,Games,43,5,2
110904320,12+,Games,38,5,5
400202752,4+,Games,40,5,1
222483456,4+,Games,38,5,11
373096448,9+,Games,37,5,1
456900608,17+,Games,37,5,1
295681024,4+,Games,38,5,1
106076160,4+,Games,38,3,7
60974080,9+,Games,40,5,13
111042560,4+,Games,35,4,1
332068864,4+,Games,38,5,21
201636864,4+,Games,38,5,10
105433088,4+,Games,38,5,1
167431168,12+,Games,38,5,1
48627712,9+,Games,37,5,1
503320576,12+,Games,38,5,4
303450112,9+,Games,37,5,8
257001472,4+,Games,37,5,10
1322848256,9+,Games,35,5,1
205487104,4+,Games,24,5,12
61841408,12+,Games,38,5,1
139665408,9+,Games,40,5,1
1488330752,9+,Games,24,5,4
249491456,4+,Games,37,4,1
49191936,9+,Games,38,3,4
207105024,9+,Games,37,5,17
243888128,4+,Games,37,5,1
177739776,4+,Games,43,5,1
191037440,9+,Games,38,5,10
74873856,9+,Games,37,5,3
200108032,9+,Games,40,5,1
61465600,4+,Games,40,5,3
212710400,9+,Games,38,5,17
41671680,12+,Games,38,5,1
293599232,12+,Games,37,5,10
192278528,9+,Games,38,5,5
69795840,9+,Games,37,4,1
34252800,4+,Games,37,5,2
977829888,9+,Games,38,4,1
95607808,4+,Games,40,5,1
48860160,4+,Games,38,3,1
69058560,9+,Games,40,4,1
191583232,4+,Games,43,5,7
1861763441,12+,Games,37,5,5
140593152,4+,Games,38,5,13
138744832,9+,Games,43,5,1
915254272,9+,Games,37,5,1
49728512,4+,Games,40,4,2
100000768,4+,Games,38,5,1
230893568,9+,Games,40,1,33
110900224,4+,Games,38,3,12
1861763441,9+,Games,24,5,5
174329856,12+,Games,37,5,1
262926336,9+,Games,40,4,1
255653888,17+,Games,37,5,15
257843200,4+,Games,38,5,1
124692480,9+,Games,38,5,14
155375616,4+,Games,38,5,1
905351168,9+,Games,24,5,5
50814976,12+,Games,43,5,1
14188544,9+,Games,40,3,1
37478400,4+,Games,38,3,1
493512704,12+,Games,38,1,1
233364480,4+,Games,40,5,1
97181696,12+,Games,40,5,1
104366080,17+,Games,40,0,1
249143296,9+,Games,38,5,1
233611264,4+,Games,40,4,1
245289984,4+,Games,40,5,1
128109568,4+,Games,40,0,11
255006720,4+,Games,24,5,1
125702144,4+,Games,24,5,10
149087232,9+,Games,40,5,1
323284992,12+,Games,40,1,1
206535680,4+,Games,40,5,6
239798272,12+,Games,37,5,1
179424256,4+,Games,40,5,1
114930688,4+,Games,38,4,1
112641024,4+,Games,38,5,16
211572736,9+,Games,38,5,10
138332160,4+,Games,38,5,11
129245184,12+,Games,40,5,13
81668096,4+,Games,38,5,17
164859904,4+,Games,37,5,1
134537216,9+,Games,38,5,8
91105280,12+,Games,38,5,12
923066368,9+,Games,24,5,4
636086272,9+,Games,37,5,8
457690112,12+,Games,38,5,17
160432128,9+,Games,38,5,7
1504883712,4+,Games,37,5,1
160301056,4+,Games,38,5,6
102730752,4+,Games,38,5,1
629813248,12+,Games,38,5,7
80509952,4+,Games,37,0,1
180713472,17+,Games,37,5,1
26484736,4+,Games,40,5,1
71029760,4+,Games,37,4,10
37148672,4+,Games,38,5,1
153385984,12+,Games,37,5,1
567910400,9+,Games,37,5,1
108982272,17+,Games,38,5,9
151161856,4+,Games,38,5,5
985018368,9+,Games,24,5,5
705732608,4+,Games,38,5,1
95984640,9+,Games,37,5,1
166575104,9+,Games,40,5,1
528184320,12+,Games,38,5,13
186636288,4+,Games,37,5,11
592898048,4+,Games,37,5,1
71539712,4+,Games,40,5,3
175010816,12+,Games,37,5,7
69857280,4+,Games,40,0,1
65808384,4+,Games,40,4,4
556161024,12+,Games,38,5,1
280523776,4+,Games,37,5,13
101144576,12+,Games,37,5,15
1233862656,9+,Games,37,5,10
82202624,9+,Games,43,5,1
709790720,9+,Games,38,5,9
89788416,4+,Games,43,5,1
35807232,4+,Games,40,5,1
32857088,4+,Games,38,1,1
129610752,4+,Games,40,5,1
111104000,4+,Games,40,5,2
466280448,9+,Games,40,5,1
920238080,9+,Games,37,5,12
1038312448,9+,Games,38,5,1
389818368,12+,Games,40,5,1
474566656,9+,Games,37,5,1
949374976,9+,Games,24,5,4
796377088,9+,Games,38,0,4
15110144,4+,Games,38,4,14
786240512,12+,Games,37,5,15
122604544,17+,Games,38,2,1
345457664,12+,Games,37,4,1
150419456,12+,Games,37,5,9
360306688,4+,Games,37,5,17
1412444160,9+,Games,24,5,3
323473408,4+,Games,38,5,11
68935680,4+,Games,37,5,15
402743296,12+,Games,38,3,1
182592512,4+,Games,38,5,9
132829184,4+,Games,43,5,1
210242560,4+,Games,38,5,11
89306112,9+,Games,38,5,1
139894784,4+,Games,40,5,11
1323163648,9+,Games,25,5,7
232353792,12+,Games,38,5,1
207080448,4+,Games,38,5,1
103661568,4+,Games,37,5,13
138529792,4+,Games,40,5,12
121535488,4+,Games,40,5,5
262576128,9+,Games,37,5,1
106321920,4+,Games,38,5,13
191398912,4+,Games,38,5,13
33418240,9+,Games,43,4,1
169842688,4+,Games,37,5,1
227164160,4+,Games,40,5,1
83069952,4+,Games,38,0,3
660983808,4+,Games,37,4,3
96497664,4+,Games,37,5,1
1861763441,9+,Games,24,5,4
1277468672,9+,Games,37,5,1
209350656,4+,Games,38,0,1
103745536,4+,Games,40,5,1
1496265728,12+,Games,25,5,8
102250496,4+,Games,38,5,13
118773760,12+,Games,38,5,10
149037056,12+,Games,40,5,2
218488832,12+,Games,38,5,1
214897664,9+,Games,37,4,1
122825728,4+,Games,38,5,1
31244288,4+,Games,40,4,16
68122624,4+,Games,37,3,1
270223360,9+,Games,37,5,18
42303488,4+,Games,38,5,10
94819328,4+,Games,40,5,1
1861763441,12+,Games,38,5,5
537575424,12+,Games,40,5,1
3903508.48,12+,Games,37,5,6
172334080,4+,Games,38,4,1
136069120,4+,Games,40,5,1
120711168,4+,Games,37,4,7
145756160,4+,Games,38,5,11
248264704,9+,Games,37,5,33
182239232,4+,Games,38,5,1
38733824,4+,Games,38,4,11
194145280,4+,Games,38,5,9
250047488,12+,Games,38,5,1
1833861120,9+,Games,24,5,5
270425088,4+,Games,38,5,1
345278464,9+,Games,38,5,1
369336320,12+,Games,37,5,7
99272704,4+,Games,40,5,1
199417856,9+,Games,37,5,1
437230592,4+,Games,37,5,16
96845824,4+,Games,40,5,1
1425611776,12+,Games,37,5,12
254233600,12+,Games,37,5,1
105894912,17+,Games,38,0,1
1356186624,9+,Games,37,5,4
98185216,4+,Games,37,5,1
70547456,4+,Games,37,1,2
257494016,12+,Games,37,5,1
560714752,9+,Games,40,5,9
1149562880,9+,Games,24,5,4
60072960,4+,Games,40,5,1
53769216,17+,Games,38,0,1
179616768,4+,Games,37,5,1
193079296,4+,Games,38,5,10
774814720,9+,Games,37,5,3
1069375488,9+,Games,24,5,3
608198656,9+,Games,24,5,3
291862528,9+,Games,40,5,1
72565760,4+,Games,38,5,1
55447552,9+,Games,38,5,1
196746240,9+,Games,40,5,1
100562944,4+,Games,38,5,7
30718976,4+,Games,38,5,11
206807040,4+,Games,38,5,1
128228352,9+,Games,40,5,1
189799424,12+,Games,37,5,1
177516544,9+,Games,38,5,1
55445504,4+,Games,40,5,1
528630784,12+,Games,38,5,13
99257344,4+,Games,40,5,1
3903508.48,4+,Games,37,0,1
187282432,4+,Games,37,5,10
256558080,9+,Games,40,5,1
103027712,4+,Games,40,4,3
87465984,4+,Games,38,0,5
952222720,12+,Games,37,5,12
174221312,9+,Games,38,4,1
170550272,4+,Games,38,5,23
196369408,4+,Games,40,5,6
53637120,4+,Games,24,5,1
197970944,4+,Games,38,5,3
137255936,9+,Games,38,5,9
57072640,9+,Games,43,5,1
